from,to,phase_from,phase_to
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,ValidationPanel.RunCheck,Phase D,Phase E
ValidationPanel.RunCheck,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,SystemCheck.Shutdown,Phase E,Phase F
SystemCheck.Shutdown,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,SystemCheck.Shutdown,Phase F,Phase F
SystemCheck.Shutdown,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,SystemCheck.Shutdown,Phase F,Phase F
SystemCheck.Shutdown,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
SystemCheck.Confirm,CatheterConfig.Confirm,Phase A,Phase A
CatheterConfig.Confirm,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,SystemCheck.Confirm,Phase A,Phase A
SystemCheck.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,CatheterConfig.Confirm,Phase A,Phase A
CatheterConfig.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,CatheterConfig.SelectType,Phase A,Phase A
CatheterConfig.SelectType,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,SystemCheck.Confirm,Phase A,Phase A
SystemCheck.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,AnatomyMap.ClearMark,Phase A,Phase B
AnatomyMap.ClearMark,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,SegmentationTool.Erase,Phase B,Phase B
SegmentationTool.Erase,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,Navigation.BackStep,Phase B,Phase B
Navigation.BackStep,Navigation.BackStep,Phase B,Phase B
Navigation.BackStep,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,Navigation.BackStep,Phase B,Phase B
Navigation.BackStep,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,SegmentationTool.Draw,Phase B,Phase B
SegmentationTool.Draw,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,Navigation.BackStep,Phase B,Phase B
Navigation.BackStep,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,Navigation.BackStep,Phase B,Phase B
Navigation.BackStep,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,SegmentationTool.Erase,Phase B,Phase B
SegmentationTool.Erase,ContactSensor.CheckForce,Phase B,Phase C
ContactSensor.CheckForce,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetPower,Phase C,Phase D
EnergyControl.SetPower,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,ValidationPanel.RunCheck,Phase D,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.ConfirmComplete,Phase E,Phase E
